Device details,,,,,CO2e data,,,,,,,,,,,,,,,,,,,,,,,,,Lifespan data,,,Weight data,,,Notes
ORDS Product Category,Family (as defined by CO2 source),order,model,model (grouped),Primary / CO2 Source (e.g. Manufacturer),Primary / CO2 source - external url,Primary / CO2 source - drive url,filename,Study name,Primary / CO2 Source date,CO2 Footprint (total) kg,,Total Embodied CO2 kg,Total Embodied CO2 % (as % of total footprint),CO2 Footprint (production) kg,CO2 Footprint (production) %,CO2 Footprint (transport) kg,CO2 Footprint (transport) %,CO2 Footprint (use) kg,CO2 Footprint (use) %,CO2 Footprint (EoL) kg,CO2 Footprint (EoL) %,DQI - Temporal representativeness,DQI - Technical representativeness,DQI - Reliability,DQI score - Temporal representativeness,DQI score - Technical representativeness,DQI score - Reliability,DQI score - TOTAL,Lifespan source - drive url,Lifespan source date,Lifespan (years),Weight source - drive url,Weight source date,Product Weight (kg),Notes
Desktop computer medium (e.g. all-in-one),Desktop PC (all in one),,Surface Studio 2,,Microsoft,https://www.microsoft.com/en-us/download/details.aspx?id=55974,https://drive.google.com/file/d/1laY6NBQ4qmB4MVF4j7hHGJcl5By6ulmJ/view?usp=sharing,Ecoprofile_SurfaceStudio2.pdf,,2019,601,,378.029,62.9%,376.226,62.6,1.803,0.3,222.37,37,,,Very Good - Data less than 3 years old,Fair - Data is for a product with similar composition to its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,2,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,10,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2013/21_5inch_iMac_product_environmental_report_sept2013.pdf,https://drive.google.com/file/d/1i400l6D9M-ajZKZ-JnLE4Y4THxxbdMZ5/view?usp=drivesdk,21_5inch_iMac_product_environmental_report_sept2013.pdf,,2013,494,,341.6,69.1%,335.5,55,6.1,1,250.1,41,,3,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,13,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2012/imac_21.5inch_oct2012.pdf,https://drive.google.com/file/d/1kR55t3zKI0bflQVFD_nikSuw6SkVXdpY/view?usp=drivesdk,imac_21.5inch_oct2012.pdf,,2012,1240,,345.6,27.9%,332.8,52,12.8,2,275.2,43,,3,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,17,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2011/imac_21.5inch_per_may2011.pdf,https://drive.google.com/file/d/1tv50idJEAkQmZikXtDQlCSWUV99WZ2vS/view?usp=drivesdk,imac_21.5inch_per_may2011.pdf,,2011,640,,397.7,62.1%,349.2,36,48.5,5,562.6,58,,1,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,21,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2010/21.5inch_iMac_Product_Environmental_Report_20100727.pdf,https://drive.google.com/file/d/1DzOhJgr4iWcmaCV9qXGZtutzLC_mBfaj/view?usp=drivesdk,21.5inch_iMac_Product_Environmental_Report_20100727.pdf,,2010,970,,570.4,58.8%,483.6,39,86.8,7,657.2,53,,1,Poor - Data more than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,1,4,4,9,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,3,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/21.5-inch_iMac_PER_June2017.pdf,https://drive.google.com/file/d/1WZHbwXl_jpYkamI830ZuSaVq65phDdVf/view?usp=drivesdk,21.5-inch_iMac_PER_June2017.pdf,,2017,600,,276.64,46.1%,242.06,49,34.58,7,207.48,42,,2,Good - Data less than 5 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,3,4,4,11,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,6,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/21_5inch_iMac_PER_Oct2015.pdf,https://drive.google.com/file/d/1QR337QR98wIjyudmbCxU31ygYIyDrkm_/view?usp=drivesdk,21_5inch_iMac_PER_Oct2015.pdf,,2015,630,,384.3,61.0%,346.5,55,37.8,6,226.8,36,,3,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,8,21.5-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2014/21_5inch_iMac_PER_june2014.pdf,https://drive.google.com/file/d/1mgFaE2lIIxmfg78ewJLH_RMTZuApej9p/view?usp=drivesdk,21_5inch_iMac_PER_june2014.pdf,,2014,610,,348,57.0%,342,57,6,1,234,39,,3,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,2,21.5-inch iMac with Retina 4K,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/21.5-inch_iMac_with_Retina4KDisplay_PER_Mar2019.pdf,https://drive.google.com/file/d/1WjJXXjNeq2SHaYFCvFBz51ayWcRrgYT0/view?usp=drivesdk,21.5-inch_iMac_with_Retina4KDisplay_PER_Mar2019.pdf,,2019,494,,282.24,57.1%,252.84,43,29.4,5,299.88,51,,1,Very Good - Data less than 3 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,4,4,12,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,4,21.5-inch iMac with Retina 4K,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/21.5-inch_iMac_PER_June2019.pdf,https://drive.google.com/file/d/1ewoZyvBQJH0bXx2ThVr1j_7FgH96ZLpG/view?usp=drivesdk,21.5-inch_iMac_PER_June2019.pdf,,2019,588,,276.64,47.0%,242.06,49,34.58,7,207.48,42,,2,Very Good - Data less than 3 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,4,4,12,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,11,27-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2013/27inch_iMac_product_environmental_report_sept2013.pdf,https://drive.google.com/file/d/1XYUZDY-XpWJrwqeV5D0uN99o6VrTtUD1/view?usp=drivesdk,27inch_iMac_product_environmental_report_sept2013.pdf,,2013,1940,,470,24.2%,460,46,10,1,500,50,,3,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,14,27-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2012/imac_27inch_oct2012.pdf,https://drive.google.com/file/d/1yX6BgYq6CHg2UYx9QeOJNak60edY6ZUT/view?usp=drivesdk,imac_27inch_oct2012.pdf,,2012,1000,,484.8,48.5%,454.5,45,30.3,3,505,50,,2,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,18,27-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2011/imac_27inch_per_may2011.pdf,https://drive.google.com/file/d/1dhazgD90ESduRoprbm8A-6Z_r8-BIwya/view?usp=drivesdk,imac_27inch_per_may2011.pdf,,2011,1010,,543.9,53.9%,455.7,31,88.2,6,911.4,62,,1,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,22,27-inch iMac,iMac,Apple,https://www.apple.com/environment/pdf/products/archive/2010/27inch_iMac_Product_Environmental_Report__20100727.pdf,https://drive.google.com/file/d/1H8Chs8_0oRVnxwM9K_CGxgfb7lb6XmQR/view?usp=drivesdk,27inch_iMac_Product_Environmental_Report__20100727.pdf,,2010,1470,,834.2,56.7%,717.8,37,116.4,6,1086.4,56,,1,Poor - Data more than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,1,4,4,9,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,1,27-inch iMac with Retina 5K,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/27-inch_iMac_with_Retina5KDisplay_PER_Aug2020.pdf,https://drive.google.com/file/d/1WpvJN-lcxAAP8ubuT1HsSZA1dvZbQapl/view?usp=drivesdk,27-inch_iMac_with_Retina5KDisplay_PER_Aug2020.pdf,,2020,824,,444.96,54.0%,379.04,46,65.92,8,370.8,45,,1,Very Good - Data less than 3 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,4,4,12,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,5,27-inch iMac with Retina 5K,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/27-inch_iMac_with_Retina5KDisplay_PER_June2017.pdf,https://drive.google.com/file/d/1qP07wCvpjKGXYWfGHevDcH9MlVyNAwnq/view?usp=drivesdk,27-inch_iMac_with_Retina5KDisplay_PER_June2017.pdf,,2017,1005,,422.1,42.0%,381.9,38,40.2,4,572.85,57,,1,Good - Data less than 5 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,3,4,4,11,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,7,27-inch iMac with Retina 5K,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/27inch_iMacR5K_PER_Oct2015.pdf,https://drive.google.com/file/d/1_AAZ_EOit39Uo3gqoWVJMPjiO-CXgbr_/view?usp=drivesdk,27inch_iMacR5K_PER_Oct2015.pdf,,2015,1010,,565.6,56.0%,494.9,49,70.7,7,414.1,41,,3,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,1,27-inch iMac with Retina 5K display,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/27-inch_iMac_with_Retina5KDisplay_PER_Mar2019.pdf,https://drive.google.com/file/d/1vW8xDNWVPk8_Ea_gFv87Lq7bRDbQqI0v/view?usp=drivesdk,27-inch_iMac_with_Retina5KDisplay_PER_Mar2019.pdf,,2019,993,,436.92,44.0%,387.27,39,49.65,5,546.15,55,,1,Very Good - Data less than 3 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,4,4,12,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops,4,iMac Pro,iMac,Apple,https://www.apple.com/environment/pdf/products/desktops/iMac_Pro_PER_June2019.pdf,https://drive.google.com/file/d/1yyWY648GZlQ1HhMGmCDviefnFcDhaOlm/view?usp=drivesdk,iMac_Pro_PER_June2019.pdf,,2019,1468,,660.6,45.0%,601.88,41,58.72,4,792.72,54,,1,Very Good - Data less than 3 years old,Good - Data is fairly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,3,4,11,,,,,,,
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptiPlex 3050 All-in-One,,Dell,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3050.pdf?newtab=true,https://drive.google.com/file/d/1zGMHvHjpr6jyspeIDcHPirOSnbA4EnHI/view?usp=drivesdk,carbon-footprint-optiplex-3050.pdf,,2018,397,397 kgCO2e +/- 71 kgCO2e,,,,56,,2,,41,,1,Very Good - Data less than 3 years old,Good - Data is fairly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,3,4,11,https://drive.google.com/file/d/1zGMHvHjpr6jyspeIDcHPirOSnbA4EnHI/view?usp=drivesdk,,4,https://drive.google.com/file/d/1zGMHvHjpr6jyspeIDcHPirOSnbA4EnHI/view?usp=drivesdk,,7.715,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,Optiplex 3280 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-3280-aio.pdf,https://drive.google.com/file/d/1UTF1g_i27Z-KqOM22UXlc_70vHXoicoS/view?usp=drivesdk,optiplex-3280-aio.pdf,,2020,365,365 kgCO2e +/- 115 kgCO2e,,,,56.5,,15.9,,26.7,,0.9,Very Good - Data less than 3 years old,Good - Data is fairly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,3,4,11,https://drive.google.com/file/d/1UTF1g_i27Z-KqOM22UXlc_70vHXoicoS/view?usp=drivesdk,,,https://drive.google.com/file/d/1UTF1g_i27Z-KqOM22UXlc_70vHXoicoS/view?usp=drivesdk,,8.55,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptiPlex 5250 All-in-One,,Dell,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-5250.pdf?newtab=true,https://drive.google.com/file/d/1M9S4YWnvFPRHTaW7O3UxZWM_cnKO0i1K/view?usp=drivesdk,carbon-footprint-optiplex-5250.pdf,,,448,448 kgCO2e +/- 91 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1M9S4YWnvFPRHTaW7O3UxZWM_cnKO0i1K/view?usp=drivesdk,,,https://drive.google.com/file/d/1M9S4YWnvFPRHTaW7O3UxZWM_cnKO0i1K/view?usp=drivesdk,,11.075,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptiPlex 5260 All-in-One,,Dell,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-5260.pdf?newtab=true,https://drive.google.com/file/d/12KNhVFXiAv8WZTMr2gonPl2Ga_QNFs78/view?usp=drivesdk,carbon-footprint-optiplex-5260.pdf,,,461,461 kgCO2e +/- 72 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/12KNhVFXiAv8WZTMr2gonPl2Ga_QNFs78/view?usp=drivesdk,,,https://drive.google.com/file/d/12KNhVFXiAv8WZTMr2gonPl2Ga_QNFs78/view?usp=drivesdk,,9.54,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptipLex 5270 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-5270-aio.pdf,https://drive.google.com/file/d/1cfL9ayZ9dZLTSNZzFidkfvSU25ZnpcjZ/view?usp=drivesdk,optiplex-5270-aio.pdf,,,403,403 kgCO2e +/- 107 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1cfL9ayZ9dZLTSNZzFidkfvSU25ZnpcjZ/view?usp=drivesdk,,,https://drive.google.com/file/d/1cfL9ayZ9dZLTSNZzFidkfvSU25ZnpcjZ/view?usp=drivesdk,,9.54,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,Optiplex 5480 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-5480-aio.pdf,https://drive.google.com/file/d/1jy_bbYSAa98ojTIz9NS_pPS204mmEqNH/view?usp=drivesdk,optiplex-5480-aio.pdf,,,481,481 kgCO2e +/- 179 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1jy_bbYSAa98ojTIz9NS_pPS204mmEqNH/view?usp=drivesdk,,,https://drive.google.com/file/d/1jy_bbYSAa98ojTIz9NS_pPS204mmEqNH/view?usp=drivesdk,,10.04,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptiPlex 7450 All-in-One,,Dell,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-7450.pdf?newtab=true,https://drive.google.com/file/d/1WUwwkQ1PA9ddxke_aduvqAh82Y7YyDZD/view?usp=drivesdk,carbon-footprint-optiplex-7450.pdf,,,551,551 kgCO2e +/- 82 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1WUwwkQ1PA9ddxke_aduvqAh82Y7YyDZD/view?usp=drivesdk,,,https://drive.google.com/file/d/1WUwwkQ1PA9ddxke_aduvqAh82Y7YyDZD/view?usp=drivesdk,,11.759,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptiPlex 7460 All-in-One,,Dell,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-7460.pdf?newtab=true,https://drive.google.com/file/d/1jAnO_GMUkp28iUN6p5hi1kb-VmA4xaGF/view?usp=drivesdk,carbon-footprint-optiplex-7460.pdf,,,522,522 kgCO2e +/- 81 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1jAnO_GMUkp28iUN6p5hi1kb-VmA4xaGF/view?usp=drivesdk,,,https://drive.google.com/file/d/1jAnO_GMUkp28iUN6p5hi1kb-VmA4xaGF/view?usp=drivesdk,,9.93,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptipLex 7470 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-7470-aio.pdf,https://drive.google.com/file/d/1S8nAHYsmcVUbwydXDQnEkVaDLFqio5s3/view?usp=drivesdk,optiplex-7470-aio.pdf,,,449,449 kgCO2e +/- 106 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1S8nAHYsmcVUbwydXDQnEkVaDLFqio5s3/view?usp=drivesdk,,,https://drive.google.com/file/d/1S8nAHYsmcVUbwydXDQnEkVaDLFqio5s3/view?usp=drivesdk,,9.93,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,Optiplex 7480 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-7480-aio.pdf,https://drive.google.com/file/d/1FHYrzhnZ-ujzpTUENS53lRlFYjucBFr8/view?usp=drivesdk,optiplex-7480-aio.pdf,,,512,512 kgCO2e +/- 181 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1FHYrzhnZ-ujzpTUENS53lRlFYjucBFr8/view?usp=drivesdk,,,https://drive.google.com/file/d/1FHYrzhnZ-ujzpTUENS53lRlFYjucBFr8/view?usp=drivesdk,,10.02,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptiPlex 7760 All-in-One,,Dell,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-7760.pdf?newtab=true,https://drive.google.com/file/d/1jpMd3cFImzTInIYoAAOkUVWM9sagpnAx/view?usp=drivesdk,carbon-footprint-optiplex-7760.pdf,,,720,720 kgCO2e +/- 100 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1jpMd3cFImzTInIYoAAOkUVWM9sagpnAx/view?usp=drivesdk,,,https://drive.google.com/file/d/1jpMd3cFImzTInIYoAAOkUVWM9sagpnAx/view?usp=drivesdk,,13.23,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,OptipLex 7770 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-7770-aio.pdf,https://drive.google.com/file/d/1ebUBB_fr7K2CoHdDF6QrOkg8e6xo2Y30/view?usp=drivesdk,optiplex-7770-aio.pdf,,,514,514 kgCO2e +/- 129 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1ebUBB_fr7K2CoHdDF6QrOkg8e6xo2Y30/view?usp=drivesdk,,,https://drive.google.com/file/d/1ebUBB_fr7K2CoHdDF6QrOkg8e6xo2Y30/view?usp=drivesdk,,13.23,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: All-in-One,,Optiplex 7780 All-in-One,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-7780-aio.pdf,https://drive.google.com/file/d/13glMmJQbLO0IIFTKp5r8fDg3eQA2jFrp/view?usp=drivesdk,optiplex-7780-aio.pdf,,,543,543 kgCO2e +/- 213 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/13glMmJQbLO0IIFTKp5r8fDg3eQA2jFrp/view?usp=drivesdk,,,https://drive.google.com/file/d/13glMmJQbLO0IIFTKp5r8fDg3eQA2jFrp/view?usp=drivesdk,,13.54,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),Desktops: Towers,,OptipLex 7070 Ultra,,Dell,https://corporate.delltechnologies.com/content/dam/digitalassets/active/en/unauth/data-sheets/products/desktops-all-in-ones/optiplex-7070-ultra.pdf,https://drive.google.com/file/d/1txHtvJQz1d45xWmbUKtS60zg8_a0Y5Pa/view?usp=drivesdk,optiplex-7070-ultra.pdf,,,196,196 kgCO2e +/- 52 kgCO2e,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,https://drive.google.com/file/d/1txHtvJQz1d45xWmbUKtS60zg8_a0Y5Pa/view?usp=drivesdk,,,https://drive.google.com/file/d/1txHtvJQz1d45xWmbUKtS60zg8_a0Y5Pa/view?usp=drivesdk,,0.6,Dell data uses the PAIA system
Desktop computer medium (e.g. all-in-one),typical all-in-one 2015,,,,Lenovo,https://www.lenovo.com/us/en/social_responsibility/PCF_Typical_All-in-One,https://drive.google.com/file/d/1Pso6DF4hwWt326ipqHlppvM61sJJ2EWL/view?usp=sharing,,,2015,691,,386.96,56.0%,366.23,53,20.73,3,297.13,43,,,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,https://drive.google.com/file/d/1Pso6DF4hwWt326ipqHlppvM61sJJ2EWL/view?usp=sharing,2015,7.8,Lenovo data uses the PAIA system
Desktop computer small (e.g. mini-PC),archive,,"OptiPlex 3010 Mini
Tower (MT)
",,Dell,https://i.dell.com/sites/doccontent/corporate/corp-comm/en/Documents/WP-OptiPlex-3010-MT.pdf,https://drive.google.com/file/d/15XT8sPcw5_S_rwer3KvzUkKOrmY59ZUu/view?usp=drivesdk,WP-OptiPlex-3010-MT.pdf,,,,,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,,,,,,,Dell data uses the PAIA system
Desktop computer small (e.g. mini-PC),Desktop,9,HP 260 G4 Desktop Mini PC,,HP,https://h22235.www2.hp.com/hpinfo/globalcitizenship/environment/productdata/Countries/_MultiCountry/productcarbonfootprint_deskto_20201047268572.pdf,https://drive.google.com/file/d/1jgy91EtFqttj3g-sRdsP7nI32FTxx_do/view?usp=drivesdk,productcarbonfootprint_deskto_20201047268572.pdf,,,355,,,,,,,,,,,,,,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,0,0,4,0,,,,https://drive.google.com/file/d/1jgy91EtFqttj3g-sRdsP7nI32FTxx_do/view?usp=drivesdk,,2.36,HP data uses the PAIA system
Desktop computer small (e.g. mini-PC),Desktops,15,Mac mini,Mac mini,Apple,https://www.apple.com/environment/pdf/products/archive/2012/macmini_oct2012.pdf,https://drive.google.com/file/d/1ek9TnoNQEinmILt9-cDNNKc8TDOQ2koY/view?usp=drivesdk,macmini_oct2012.pdf,,2012,270,,200.1,74.1%,194.3,67,5.8,2,87,30,,1,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer small (e.g. mini-PC),Desktops,19,Mac mini,Mac mini,Apple,https://www.apple.com/environment/pdf/products/archive/2011/macmini_per_july2011.pdf,https://drive.google.com/file/d/1mhoqmJc4zUdZiFH5yLZ3SX_1ekOnXVax/view?usp=drivesdk,macmini_per_july2011.pdf,,2011,530,,165.2,31.2%,154,55,11.2,4,112,40,,1,Fair - Data less than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,2,4,4,10,,,,,,,
Desktop computer small (e.g. mini-PC),Desktops,2,Mac mini,Mac mini,Apple,https://www.apple.com/environment/pdf/products/desktops/Macmini_PER_June2019.pdf,https://drive.google.com/file/d/1kbRaRGue-M8H2C9oRJ6FZqTa4eb5SaMg/view?usp=drivesdk,Macmini_PER_June2019.pdf,,2019,280,,126.56,45.2%,119.78,53,6.78,3,99.44,44,,1,Very Good - Data less than 3 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,4,4,12,,,,,,,
Desktop computer small (e.g. mini-PC),Desktops,23,Mac mini,Mac mini,Apple,https://www.apple.com/environment/pdf/products/archive/2010/Macmini-Product_Environmental_Report_2010615.pdf,https://drive.google.com/file/d/1pUB9sEVHjmVSfldzqVEuPq5tL53OymxN/view?usp=drivesdk,Macmini-Product_Environmental_Report_2010615.pdf,,2010,270,,162,60.0%,153.9,57,8.1,3,105.3,39,,1,Poor - Data more than 10 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,1,4,4,9,,,,,,,
Desktop computer small (e.g. mini-PC),Desktops,6,Mac mini,Mac mini,Apple,https://www.apple.com/environment/pdf/products/desktops/Macmini_PER_Mar2020.pdf,https://drive.google.com/file/d/1cMkSHCHKgaqfAz7QLjzXAoRF80pvC05l/view?usp=drivesdk,Macmini_PER_Mar2020.pdf,,2020,290,,145.8,50.3%,137.7,51,8.1,3,118.8,44,,1,Very Good - Data less than 3 years old,Very Good - Data is highly representative of its device category,Very Good - Verified (reviewed) by third party and based on primary (manufacturer specific) data,4,4,4,12,,,,,,,
